job_id,title,description,skills,riasec_vector,tags_en
31-1133.00,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",,"[0.5185714285714286, 0.5757142857142857, 0.25857142857142856, 0.9471428571428572, 0.26285714285714284, 0.5671428571428572]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-2011.00,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",,"[0.5214285714285715, 0.4957142857142857, 0.3057142857142857, 0.8957142857142857, 0.15857142857142859, 0.5471428571428572]",active-learning|active-listening|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
31-2012.00,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",,"[0.5585714285714286, 0.36428571428571427, 0.2414285714285714, 0.8571428571428571, 0.26, 0.5314285714285715]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-2021.00,Physical Therapist Assistants,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",,"[0.6371428571428571, 0.5214285714285715, 0.21857142857142858, 0.9157142857142857, 0.19285714285714287, 0.5399999999999999]",active-learning|active-listening|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-2022.00,Physical Therapist Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",,"[0.6957142857142857, 0.36428571428571427, 0.15571428571428572, 0.8357142857142856, 0.2914285714285714, 0.5542857142857143]",active-learning|active-listening|coordination|critical-thinking|instructing|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-9011.00,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",,"[0.6814285714285714, 0.5514285714285714, 0.32285714285714284, 0.8214285714285714, 0.2957142857142857, 0.3757142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-9091.00,Dental Assistants,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes.",,"[0.6414285714285715, 0.5071428571428571, 0.14285714285714285, 0.6214285714285713, 0.19142857142857145, 0.78]",active-learning|active-listening|critical-thinking|instructing|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-9092.00,Medical Assistants,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",,"[0.58, 0.5428571428571428, 0.14285714285714285, 0.687142857142857, 0.28285714285714286, 0.8228571428571428]",active-learning|active-listening|coordination|critical-thinking|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-9093.00,Medical Equipment Preparers,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",,"[0.9728571428571428, 0.48857142857142855, 0.14285714285714285, 0.3242857142857143, 0.14285714285714285, 0.79]",active-learning|active-listening|coordination|critical-thinking|judgment-and-decision-making|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|speaking|time-management|troubleshooting
31-9094.00,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",,"[0.3514285714285714, 0.5114285714285715, 0.25, 0.5271428571428571, 0.1742857142857143, 0.8885714285714286]",active-listening|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|speaking|time-management|writing
31-9095.00,Pharmacy Aides,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",,"[0.5185714285714286, 0.21571428571428572, 0.14285714285714285, 0.45, 0.5528571428571428, 0.9757142857142858]",active-listening|coordination|critical-thinking|judgment-and-decision-making|reading-comprehension|service-orientation|social-perceptiveness|speaking
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",,"[0.9014285714285714, 0.6057142857142858, 0.14285714285714285, 0.4985714285714286, 0.14285714285714285, 0.5628571428571428]",active-learning|active-listening|coordination|critical-thinking|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
31-9097.00,Phlebotomists,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",,"[0.7928571428571428, 0.6485714285714286, 0.14285714285714285, 0.5271428571428571, 0.2057142857142857, 0.7757142857142857]",active-learning|active-listening|coordination|critical-thinking|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-9099.01,Speech-Language Pathology Assistants,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",,"[0.32285714285714284, 0.6257142857142857, 0.4057142857142857, 0.79, 0.21857142857142858, 0.6885714285714286]",active-learning|active-listening|complex-problem-solving|critical-thinking|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-9099.02,Endoscopy Technicians,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.,,"[0.9028571428571429, 0.5871428571428572, 0.14285714285714285, 0.47000000000000003, 0.15, 0.7028571428571428]",active-learning|active-listening|coordination|critical-thinking|instructing|monitoring|operations-monitoring|reading-comprehension|social-perceptiveness|speaking|writing
